ra,dec,redshift,class
161.4436602,-0.169091553,0.00060708,STAR
161.4565683,-0.0527697,3.24E-05,STAR
161.4932293,-0.192245667,6.74E-05,STAR
161.5131894,-0.099075755,0.000123505,STAR
161.5187307,-0.177986708,-3.1E-05,STAR
161.5441452,-0.121843044,0.000353329,STAR
161.5896806,-0.139390033,0.000455892,STAR
161.5976813,-0.123725938,0.000335329,STAR
161.6392295,-0.111928493,0.000585719,STAR
161.6508246,-0.03427154,0.000141942,STAR
161.6784329,-0.161632679,0.000645518,STAR
161.6998686,-0.167956426,-0.000102432,STAR
161.707495,-0.200929164,0.00026762,STAR
161.715234,-0.108551409,0.04001037,GALAXY
161.6714427,-0.048648419,0.07691381,GALAXY
161.766943,-0.016352841,-0.000281904,STAR
161.863318,-0.186441962,6.55E-05,STAR
161.7670751,-0.091987529,0.03937567,GALAXY
161.7998304,-0.071294431,0.04016168,GALAXY
161.9793184,-0.107278779,2.49E-05,STAR
162.0569492,-0.208508486,9.66E-05,STAR
162.080549,-0.044549352,0.000927291,STAR
162.0813087,-0.01758913,-0.000100533,STAR
162.0818097,-0.023903749,6.24E-05,STAR
162.0826996,-0.0219882,0.03879983,GALAXY
162.0972552,-0.018883238,0.000447133,STAR
162.0986211,-0.103126374,0.000191712,STAR
162.1119294,-0.015756866,0.000179318,STAR
162.1515471,-0.16433593,0.1143914,GALAXY
162.2182628,-0.06369018,-1.21E-05,STAR
162.2521042,-0.057628849,-7.17E-05,STAR
162.3027116,-0.148570967,0.000219776,STAR
162.3127614,-0.118406279,9.8E-05,STAR
162.3175408,-0.190654623,-7.08E-05,STAR
162.3153197,-0.052420434,0.07557589,GALAXY
162.3393535,-0.144779129,-4.33E-05,STAR
162.3599862,-0.032544396,-0.000122684,STAR
162.4308547,-0.179767474,8.59E-05,STAR
162.466644,-0.123451624,-2.84E-05,STAR
162.3385616,-0.155509958,0.1148384,GALAXY
162.5080453,-0.103408212,0.00018669,STAR
162.5098817,-0.113918874,0.000121026,STAR
162.513043,-0.06307467,-4.7E-05,STAR
162.5454133,-0.11878104,0.000661226,STAR
162.5743537,-0.020788326,-0.000199345,STAR
162.5941333,-0.097442622,0.000160329,STAR
162.6173976,-0.11419426,-8.54E-05,STAR
162.5556092,-0.201556542,0.07256673,GALAXY
162.5807387,-0.024361708,0.06754486,GALAXY
168.3123246,-0.474680141,0.0745896,GALAXY
168.4337326,-0.600991356,0.07233746,GALAXY
168.4408544,-0.421068586,0.09964401,GALAXY
168.4542791,-0.6175212,0.07243424,GALAXY
168.5619394,-0.535846857,0.09923025,GALAXY
168.5750314,-0.464515005,0.07235449,GALAXY
168.6308051,-0.574346733,0.04776745,GALAXY
168.6597393,-0.610492326,0.04754238,GALAXY
168.7310193,-0.615955505,0.07828303,GALAXY
168.7467312,-0.598108855,0.07767534,GALAXY
168.7645236,-0.460188175,0.02768295,GALAXY
168.8513493,-0.4340038,0.07670894,GALAXY
168.8687972,-0.46331244,0.1088155,GALAXY
168.9428227,-0.503134931,0.102785,GALAXY
169.0150437,-0.533314132,0.02576459,GALAXY
169.1058121,-0.447409879,0.08081605,GALAXY
169.1238394,-0.542896037,-0.003327649,STAR
169.0872274,-0.562647419,0.04302324,GALAXY
169.4940133,-0.571778343,0.08866273,GALAXY
169.8531095,-0.60577166,0.000233781,STAR
169.8975206,-0.52806494,0.000144728,STAR
170.0493986,-0.446933331,0.1031938,GALAXY
169.9760806,-0.55576165,0.07318164,GALAXY
170.139989,-0.571956431,0.000273246,STAR
170.172798,-0.61392533,0.0876972,GALAXY
170.3434463,-0.446715243,0.06849624,GALAXY
170.3728175,-0.588836266,0.04991531,GALAXY
170.5029253,-0.57301605,0.000593056,STAR
170.4416394,-0.422159279,0.1308649,GALAXY
170.5332533,-0.489032521,0.09825518,GALAXY
170.5385404,-0.527269106,0.07380059,GALAXY
170.6177725,-0.616957485,0.000211862,STAR
170.5812239,-0.620875089,0.0401581,GALAXY
170.6236989,-0.529443426,0.1470499,GALAXY
170.7128568,-0.456166136,-2.49E-05,STAR
170.7351741,-0.43686481,4.57E-06,STAR
170.7505836,-0.615431428,0.02377577,GALAXY
170.8170362,-0.492846156,0.1475813,GALAXY
170.9297822,-0.482700238,0.000304028,STAR
171.0273065,-0.45243529,0.000305432,STAR
171.0388905,-0.425999862,-2.56E-05,STAR
171.1089389,-0.42705683,0.04872853,GALAXY
171.1374052,-0.473711082,0.000188422,STAR
171.0650673,-0.446554569,1.409506,QSO
171.1054054,-0.458811202,0.04840347,GALAXY
171.2671033,-0.51136652,6.2E-05,STAR
171.3716703,-0.469419831,-1.39E-05,STAR
171.3308819,-0.448246205,0.1042414,GALAXY
171.5497889,-0.441418566,0.000140921,STAR
237.8114184,0.293006361,0.03213647,GALAXY
237.8659058,0.235601078,0.08777405,GALAXY
238.0096968,0.335343039,0.09524489,GALAXY
238.0526696,0.287107114,-0.000200567,STAR
238.0424151,0.393915095,7.62E-05,STAR
238.2048242,0.326011067,2.36E-05,STAR
238.3995028,0.259713514,-0.000136047,STAR
238.3737707,0.336738794,0.09375454,GALAXY
238.8543726,0.220321192,-0.000665972,STAR
239.1920182,0.362572732,-0.000400084,STAR
239.13957,0.359629565,-5.86E-05,STAR
239.1622226,0.351116673,0.03249471,GALAXY
239.163319,0.334642532,1.831576,QSO
239.3895679,0.316140082,0.03213125,GALAXY
239.7304107,0.375826217,-0.000225129,STAR
239.6846468,0.241074819,0.05071344,GALAXY
239.7418435,0.254240708,0.07785986,GALAXY
239.7669466,0.246238139,0.07789504,GALAXY
242.3277838,0.372535645,-0.000474806,STAR
242.481085,0.226493849,0.07248693,GALAXY
242.6122263,0.295275632,0.1169517,GALAXY
242.6529812,0.312556692,0.08021929,GALAXY
242.7061994,0.312853548,0.1062192,GALAXY
242.7306547,0.314955309,-0.0001491,STAR
242.7666192,0.380888384,-0.001191697,STAR
242.6628655,0.295691396,0.05806117,GALAXY
242.6726297,0.276520004,0.06205918,GALAXY
242.9199321,0.325963285,0.0439464,GALAXY
242.8920439,0.284318347,0.04449686,GALAXY
243.154609,0.379971633,0.04314469,GALAXY
243.1794045,0.379983288,0.04445201,GALAXY
243.2007421,0.379463849,0.04373603,GALAXY
243.2155323,0.379758039,0.0446232,GALAXY
243.6917748,0.373370719,0.09227547,GALAXY
243.6219292,0.341831939,0.06486723,GALAXY
243.6898399,0.348816909,0.09287044,GALAXY
243.8830855,0.388267914,-0.000192843,STAR
244.0646024,0.338184371,5.37E-05,STAR
244.5383929,0.354089668,-0.000438959,STAR
244.6625603,0.367732203,0.1070465,GALAXY
244.6836478,0.355311644,0.03141671,GALAXY
245.0903368,0.347051113,0.2472486,QSO
245.256649,0.405248344,0.08695956,GALAXY
245.3225117,0.369261388,-7.66E-05,STAR
245.894634,0.344116123,0.05745585,GALAXY
245.9262132,0.360456537,0.08598141,GALAXY
245.9457478,0.375724282,0.08613547,GALAXY
246.5242146,0.352322009,0.05213557,GALAXY
246.9235959,0.374472903,-0.000185644,STAR
171.122921,-0.863989962,1.42E-05,STAR
171.0098472,-0.949405337,0.04018398,GALAXY
171.1544154,-0.991867306,0.02558509,GALAXY
171.1596846,-0.871360358,0.001128676,STAR
171.2793066,-1.037344869,0.04017433,GALAXY
171.3301223,-1.037474445,1.109752,QSO
171.395796,-0.916999804,0.000697441,STAR
171.3512729,-0.960894022,0.0947919,GALAXY
171.364871,-0.970443654,0.02545308,GALAXY
171.41862,-0.8607926,0.04026347,GALAXY
171.4670679,-0.922550412,0.04103979,GALAXY
171.5426253,-0.934073564,0.000742842,STAR
171.5068423,-0.872149899,0.1043242,GALAXY
171.591167,-0.942335265,0.1512106,GALAXY
171.6045341,-1.017104278,-0.000130143,STAR
171.7186939,-0.962648347,4.79E-05,STAR
171.7263939,-1.046627508,0.1325089,GALAXY
171.7998176,-0.850562615,0.000992191,STAR
171.8011162,-0.994661483,0.003222728,GALAXY
171.8585091,-0.950095358,-2.44E-05,STAR
171.8796091,-0.982393015,0.07755527,GALAXY
172.0238531,-0.980816697,0.2845678,QSO
172.0291968,-0.951927717,0.06191791,GALAXY
172.1189345,-0.849539218,1.180429,QSO
172.1596732,-0.969479791,1.36804,QSO
172.144908,-0.902711411,0.06160604,GALAXY
172.3381713,-1.033219704,-0.000137825,STAR
172.3422759,-1.002891289,0.000178652,STAR
172.3430877,-1.035724277,0.07727171,GALAXY
172.3725578,-1.038370944,0.001033407,STAR
172.3983224,-0.892245482,1.696456,QSO
172.4154786,-1.037233662,0.1154942,GALAXY
172.5129883,-0.979477585,0.1154998,GALAXY
172.564151,-0.886820283,-0.000196416,STAR
172.5706715,-0.973026836,0.000236053,STAR
172.590917,-0.914062062,1.61E-05,STAR
172.6010678,-0.889696706,0.000356822,STAR
172.5282645,-0.892071389,0.04986571,GALAXY
172.5526618,-0.969039106,0.07770094,GALAXY
172.5745326,-0.979250806,0.07530008,GALAXY
172.6091679,-1.032879102,0.04784248,GALAXY
172.6628181,-1.002670456,-0.002965176,STAR
172.6668741,-0.965186426,0.04814501,GALAXY
172.7750977,-0.946407718,0.1205518,GALAXY
172.7888063,-0.961556352,0.1044813,GALAXY
172.8424812,-0.935121325,0.1043554,GALAXY
172.8862471,-0.863592052,2.18E-05,STAR
172.8909993,-1.008219149,0.000592842,STAR
172.9170886,-0.88419341,-5.36E-05,STAR
197.6807044,-1.965214115,0.08169618,GALAXY
197.7357967,-1.948555444,0.08124017,GALAXY
197.7806835,-2.009023386,0.08179908,GALAXY
197.8056692,-1.98052992,0.1861107,GALAXY
197.9095759,-1.809755627,0.06404597,GALAXY
197.9845823,-2.005186358,0.000459967,STAR
198.0932434,-1.846977878,0.000358829,STAR
198.2092293,-1.899578942,0.08381247,GALAXY
198.3515325,-1.833245497,0.08173826,GALAXY
198.3525529,-1.836695347,0.08134525,GALAXY
198.4583152,-1.954510506,0.1817561,QSO
198.625886,-1.959621336,6.25E-05,STAR
198.6733072,-1.962035714,0.08159997,GALAXY
198.7267703,-2.002213614,0.1153981,GALAXY
198.9302716,-1.959900788,0.000263787,STAR
198.8885708,-1.808991801,0.120826,GALAXY
198.9113244,-1.979517688,1.502359,QSO
199.0247303,-1.897545535,-9.18E-06,STAR
170.8818669,-1.472092508,0.00016277,STAR
170.9067323,-1.569522058,8.51E-05,STAR
170.896664,-1.565652275,0.04463125,GALAXY
170.9983909,-1.518476345,0.1206283,GALAXY
171.1019526,-1.412946466,-0.000128911,STAR
171.0059502,-1.424929131,0.0740535,GALAXY
171.1407287,-1.383576604,0.000911907,STAR
171.1526506,-1.410345859,0.1746488,GALAXY
171.1534429,-1.557128664,1.284435,QSO
171.1725964,-1.480191749,0.09750687,GALAXY
171.434102,-1.52986523,0.06346171,GALAXY
171.43872,-1.552835169,0.06277878,GALAXY
171.4781467,-1.58373929,0.04589505,GALAXY
171.501524,-1.384539135,0.000207412,STAR
171.6764244,-1.480417047,2.63E-05,STAR
171.6934789,-1.571645155,0.3406637,QSO
171.6297058,-1.396424547,0.07500073,GALAXY
171.6280743,-1.567835408,-0.000183396,STAR
171.6761958,-1.45899455,0.07431035,GALAXY
171.7066855,-1.444246519,0.07555289,GALAXY
171.8416223,-1.558718469,-4E-05,STAR
171.8637031,-1.413107766,0.000437405,STAR
171.7939385,-1.420467917,0.1051569,GALAXY
171.9122218,-1.428248027,0.000146888,STAR
171.9596681,-1.484473463,1.964179,QSO
172.1044138,-1.568701959,-4.25E-05,STAR
172.060511,-1.420886744,-1.69E-06,STAR
172.0744743,-1.51457534,0.1045928,GALAXY
172.0991104,-1.505984935,0.000267874,STAR
172.1540588,-1.425725743,0.000567656,STAR
172.0563253,-1.407792533,0.1196319,GALAXY
222.5680746,-0.658151772,8.24E-05,STAR
222.5731283,-0.650142797,0.0427188,GALAXY
222.6892701,-0.733418078,2.076002,QSO
222.7186155,-0.77487711,-0.000155158,STAR
222.8139938,-0.819435463,5.59E-05,STAR
222.8152665,-0.630535433,0.00016508,STAR
222.7872576,-0.741471387,-0.000129746,STAR
222.8606505,-0.785329621,-9.65E-05,STAR
222.8777074,-0.781071682,0.000126023,STAR
222.970459,-0.656069894,-0.000355051,STAR
222.9775893,-0.673732742,8.25E-05,STAR
222.9728465,-0.723448528,0.04374821,GALAXY
223.0178197,-0.682861156,4.78E-05,STAR
223.0311719,-0.648615192,0.000173831,STAR
223.0571963,-0.735703054,-9.65E-05,STAR
223.0905851,-0.79992531,-0.000168477,STAR
223.1216035,-0.692931319,-5.59E-05,STAR
223.1260449,-0.789452885,-0.000108167,STAR
223.1888408,-0.660676776,-0.000137241,STAR
223.196299,-0.695897383,-0.000531858,STAR
223.1971243,-0.776156723,-5.99E-05,STAR
223.2171706,-0.769626709,-0.000385947,STAR
223.2132746,-0.739941426,0.07732239,GALAXY
223.2370407,-0.785461105,0.07877933,GALAXY
223.3681645,-0.694267957,-0.000599504,STAR
223.4046891,-0.745855066,0.000136548,STAR
223.2906264,-0.639103517,0.07764611,GALAXY
223.3312471,-0.628602531,0.1857505,GALAXY
223.4596595,-0.707319532,0.000111399,STAR
223.4884063,-0.801474183,2.07E-06,STAR
223.5456675,-0.770118638,0.08367053,GALAXY
223.7105055,-0.721094349,-6.46E-05,STAR
223.7839423,-0.752076529,1.378025,QSO
223.8326678,-0.753140769,-0.000485659,STAR
223.7697869,-0.796378308,0.07642194,GALAXY
223.806707,-0.720109963,0.08537325,GALAXY
224.0156055,-0.656084793,0.09933627,GALAXY
223.8942903,-0.792164381,0.08511535,GALAXY
224.0749769,-0.779236688,-0.000653288,STAR
224.2128736,-0.791369676,-1.2E-06,STAR
224.3240076,-0.741937134,-0.000110357,STAR
224.278663,-0.749361748,0.08679748,GALAXY
224.369449,-0.654671767,0.000187902,STAR
224.4124078,-0.676876133,-0.000133283,STAR
224.4140537,-0.653476032,-0.000694678,STAR
224.4556978,-0.822108973,-3.86E-05,STAR
224.5580553,-0.777543363,-0.000536017,STAR
224.6173499,-0.78567126,-0.00014243,STAR
224.55976,-0.680855359,6.45E-05,STAR
224.573008,-0.687700171,2.613434,QSO
194.1876022,0.188224919,0.06219848,GALAXY
194.4476779,0.097364769,0.00021914,STAR
194.5708057,0.119509423,-0.000125231,STAR
194.6531281,0.053193122,0.08315092,GALAXY
195.4005399,0.032765036,1.784155,QSO
195.4591326,0.099871253,0.1267802,GALAXY
195.7338151,0.090784117,0.000368397,STAR
195.6154467,0.141526473,0.06776057,GALAXY
195.6719701,0.10173661,0.06883805,GALAXY
195.8717812,0.085326724,0.000147571,STAR
196.2895426,0.120950906,1.355875,QSO
196.3976633,0.161094202,1.622166,QSO
196.5629114,0.042445246,-5.3E-05,STAR
196.5845282,0.168945055,0.000192515,STAR
196.4928613,0.05985185,0.08411138,GALAXY
196.502847,0.023623027,0.1379202,GALAXY
196.5656899,0.171451723,0.08485544,GALAXY
196.5908776,0.037772513,0.1746797,GALAXY
196.6006729,0.133656842,0.08442093,GALAXY
196.6361018,0.151771049,3.014294,QSO
196.7874859,0.190401631,-0.000281263,STAR
196.8034835,0.030892949,-0.000196594,STAR
196.8037526,0.014988261,0.000310705,STAR
196.8291859,0.050389841,0.000658555,STAR
196.9274166,0.072589653,0.000198003,STAR
196.9628149,0.155816368,0.000223122,STAR
197.0618427,0.206361604,0.000353473,STAR
197.0645032,0.195517157,9.43E-05,STAR
197.0260404,0.094743166,0.08466341,GALAXY
197.0882723,0.113709428,-3.53E-05,STAR
197.0886093,0.035194129,-0.000104035,STAR
197.1188531,0.07594569,-0.000203605,STAR
197.1472605,0.113934223,-0.000239042,STAR
197.1856228,0.176647596,-0.000174833,STAR
197.2199824,0.167274827,0.000292937,STAR
197.2209699,0.022248165,-4.88E-05,STAR
197.2334391,0.072786194,-0.000133681,STAR
197.1491205,0.037211025,0.08149845,GALAXY
197.1654306,0.102321594,0.08164962,GALAXY
197.1871482,0.193743269,0.08361565,GALAXY
197.2073275,0.047123639,0.08134668,GALAXY
197.2798036,0.107351084,-5.44E-05,STAR
197.3248709,0.10348877,-0.000505797,STAR
197.2406979,0.03123574,0.5837151,QSO
197.3455764,0.022401115,0.1412275,GALAXY
197.4654807,0.156449906,0.000269482,STAR
197.4796263,0.067073201,-0.000228716,STAR
197.4905745,0.176651367,-6.79E-05,STAR
197.501608,0.074342034,8.84E-05,STAR
197.5047007,0.098726363,6.99E-05,STAR
150.6816694,0.819025683,-6.14E-05,STAR
150.7446773,0.678210148,0.00034489,STAR
150.6491181,0.677043507,0.000887957,STAR
150.7031613,0.635626057,0.04552755,GALAXY
150.8231348,0.73537014,-4.82E-06,STAR
150.8466818,0.66239738,-0.000162583,STAR
150.8703296,0.803582059,0.000614576,STAR
150.8742262,0.740177647,0.000573352,STAR
150.9310611,0.704673787,0.03229077,GALAXY
150.9844392,0.816617086,0.04620731,GALAXY
150.9941808,0.736630678,0.04659506,GALAXY
150.9996009,0.80691366,0.0463645,GALAXY
151.0495896,0.803904355,-0.00010265,STAR
151.0571709,0.812449413,0.06219585,GALAXY
151.1239783,0.688928751,0.0455955,GALAXY
151.1483988,0.661702883,8.75E-06,STAR
151.1552956,0.829351937,0.06594614,GALAXY
151.1858364,0.731840212,0.00013515,STAR
151.2010825,0.669278999,0.2140629,QSO
151.2169327,0.69848136,0.0627381,GALAXY
151.2273235,0.672953923,0.000122655,STAR
151.2011114,0.768392761,0.06817851,GALAXY
151.2917357,0.637667909,0.000234605,STAR
151.301233,0.772066832,0.00017301,STAR
151.3067426,0.674531144,2.552232,QSO
151.2658987,0.743215271,0.09780461,GALAXY
151.2978398,0.835809444,0.09841955,GALAXY
151.3012749,0.632184206,0.0624475,GALAXY
151.3747028,0.671213857,0.09744647,GALAXY
151.4576436,0.633353147,0.02091974,GALAXY
151.4611115,0.631802084,0.02125578,GALAXY
151.5382553,0.738080631,-0.000455231,STAR
151.6243007,0.679893053,0.772505,QSO
151.6535391,0.759745966,0.09747344,GALAXY
151.675999,0.728517361,-0.000135731,STAR
151.5982709,0.694749563,1.919409,QSO
151.654714,0.63260918,0.02122282,GALAXY
151.7789514,0.643142671,0.000231907,STAR
151.8147202,0.716216124,1.680108,QSO
151.7022022,0.807042271,0.0460473,GALAXY
151.7994172,0.809116308,0.02124679,GALAXY
151.8472304,0.806293394,0.09636237,GALAXY
151.888281,0.786435948,0.09493141,GALAXY
152.0779376,0.818264003,0.000375542,STAR
152.1721274,0.643995284,0.09718207,GALAXY
152.2768509,0.694346119,0.09736268,GALAXY
152.3506343,0.823213806,0.00033816,STAR
152.3549713,0.782355996,0.1250771,GALAXY
152.5275651,0.835741601,0.09787933,GALAXY
155.4472807,62.74594687,0.07441004,GALAXY
198.2460806,-0.482206101,0.000132385,STAR
198.2527576,-0.605941716,-7.32E-05,STAR
198.3493062,-0.472408785,3.64E-05,STAR
198.363263,-0.559207005,0.00047132,STAR
198.2736058,-0.594684834,0.04006456,GALAXY
198.3406457,-0.490492852,0.0001213,STAR
198.3880432,-0.486829207,-0.000223406,STAR
198.4204313,-0.422395742,-0.000236146,STAR
198.4286592,-0.616161906,9.86E-05,STAR
198.4723532,-0.426302512,0.000716754,STAR
198.5239865,-0.429665305,-0.000151659,STAR
198.5534745,-0.440176975,0.000576756,STAR
198.6155354,-0.606512857,-0.000109399,STAR
198.6449171,-0.478148508,-8.02E-05,STAR
198.5359088,-0.44110432,0.03934706,GALAXY
198.568493,-0.563149738,0.09100591,GALAXY
198.6773049,-0.613752801,0.00031705,STAR
198.698895,-0.549240401,-2.19E-05,STAR
198.726517,-0.439616526,0.000352884,STAR
198.6904882,-0.50788895,0.09301001,GALAXY
198.7344924,-0.459003283,0.000394663,STAR
198.7365835,-0.434317521,-6.53E-05,STAR
198.74505,-0.543140593,0.03891782,GALAXY
198.8132664,-0.453414149,-0.000151167,STAR
198.8215121,-0.607590192,0.08585396,GALAXY
198.8358056,-0.605673899,0.00051634,STAR
198.8573903,-0.513787631,7.2E-05,STAR
198.9343028,-0.433160817,4.35E-05,STAR
198.8693512,-0.525509301,0.1278408,GALAXY
198.873795,-0.607235286,0.03855666,GALAXY
198.8879087,-0.616974017,7.71E-05,STAR
198.8907137,-0.485637468,-0.00012862,STAR
198.892637,-0.477257536,0.08594441,GALAXY
198.9299548,-0.471685525,0.03627155,GALAXY
198.947114,-0.462296434,0.04726082,GALAXY
198.9484286,-0.573417323,0.04076417,GALAXY
199.1158005,-0.555277008,3.01E-05,STAR
199.0647307,-0.476932299,0.000649404,STAR
199.08753,-0.596000126,0.08367842,GALAXY
199.1147767,-0.420736209,-3.77E-05,STAR
199.2348235,-0.489168315,5.44E-05,STAR
199.155271,-0.610006349,1.348672,QSO
199.2062371,-0.455382823,0.000266083,STAR
199.2161226,-0.425579751,8.83E-05,STAR
199.2328541,-0.451175747,0.000165695,STAR
199.2466046,-0.584904383,0.1162182,GALAXY
199.2870246,-0.424453549,-1.98E-05,STAR
199.3339917,-0.584540134,-0.000197398,STAR
199.3985337,-0.446509815,0.1507269,GALAXY
28.6872632,13.08377835,-4.28E-05,STAR
28.54900014,13.03036321,0.2189555,QSO
28.55544773,12.99048225,3.89E-05,STAR
28.6174459,13.11628258,0.04474851,GALAXY
28.82352002,12.9931966,0.0322598,GALAXY
28.72821818,13.04613771,0.0762819,GALAXY
28.74116404,13.02534836,0.04434437,GALAXY
28.74472164,13.0416411,0.04420754,GALAXY
28.77322337,12.97558848,0.1612062,GALAXY
28.78380917,12.95250147,-0.000562589,STAR
28.78981199,12.96281275,0.03276403,GALAXY
28.97002916,13.01336024,-9.92E-05,STAR
29.24079928,12.93384685,0.06525791,GALAXY
29.21260806,13.06456969,0.03308931,GALAXY
29.26195869,13.01921686,0.07588956,GALAXY
29.27525234,12.95984014,0.07472619,GALAXY
29.42253195,12.89284115,0.1563322,GALAXY
29.49559388,12.92258468,0.000400321,STAR
29.53848193,13.05378858,0.05665947,GALAXY
29.63572598,13.01820182,-8.41E-05,STAR
29.62569994,12.85176948,0.04426703,GALAXY
29.63418125,12.89087876,7.68E-05,STAR
29.79752763,12.83568072,-0.000796145,STAR
29.89588295,13.00652067,-0.000609079,STAR
29.80710175,12.96509017,-0.000667512,STAR
30.09089153,12.93083912,-0.000350966,STAR
30.15826992,12.7991156,0.00026529,STAR
30.1732105,12.83707958,3.16E-05,STAR
30.20552953,12.95648226,0.04511794,GALAXY
30.21628069,12.78840217,0.000158424,STAR
30.22948055,12.93576617,0.04526811,GALAXY
30.26422195,12.96564349,0.9916852,QSO
30.3932867,12.80861468,0.1258878,GALAXY
30.46328413,12.88425383,0.02670246,GALAXY
30.59991846,12.89772857,-0.000583545,STAR
30.59881396,12.78826511,0.08593909,GALAXY
30.69222746,12.94084719,-0.000850843,STAR
30.67743223,12.80119796,0.04637318,GALAXY
30.73380124,12.8244494,1.343429,QSO
30.80802503,12.7841162,1.858972,QSO
31.22139103,12.807153,0.06272203,GALAXY
31.41346387,12.85413402,0.02661281,GALAXY
31.41088933,12.79484814,-4.31E-05,GALAXY
31.38575818,12.76991529,1.398741,QSO
31.55670169,12.81389393,0.1623811,GALAXY
31.6514221,12.71456037,0.07817293,GALAXY
31.83532651,12.73000575,0.1164816,GALAXY
31.94886138,12.73173934,0.04808245,GALAXY
32.12447484,12.73335923,0.03465885,GALAXY
155.3864393,1.189431228,0.09337822,GALAXY
155.4304369,1.241211152,0.07870676,QSO
155.6005562,1.198231807,0.02162867,GALAXY
155.6977112,1.181452996,1.614863,QSO
155.6926387,1.213797028,0.07329842,GALAXY
155.8630619,1.258872763,1.937495,QSO
156.0029009,1.083481681,0.1004318,GALAXY
156.149004,1.109814016,0.02170384,GALAXY
156.0448563,1.252381003,0.09733431,GALAXY
156.0665249,1.236353038,0.1015487,GALAXY
156.1683796,1.226665123,0.1002754,GALAXY
156.2426343,1.218913287,0.1029905,GALAXY
156.2747055,1.20056325,0.1023865,GALAXY
156.3112058,1.248689425,0.1031016,GALAXY
156.3936329,1.05595169,0.09664014,GALAXY
156.4366567,1.217567474,0.09788103,GALAXY
156.4489454,1.242726529,0.09811465,GALAXY
156.4666089,1.190625174,0.09613801,GALAXY
156.5277926,1.249731159,2.252249,QSO
156.5334808,1.1898852,0.09662619,GALAXY
156.8542377,1.241764075,0.02206458,GALAXY
156.8728941,1.246726246,0.02238173,GALAXY
157.0554931,1.169686532,0.000188338,STAR
156.9317086,1.193953936,0.02171454,GALAXY
157.1206174,1.249863862,0.02231555,GALAXY
157.2646864,1.16968743,1.21E-05,STAR
157.3753958,1.060047155,0.02852034,GALAXY
157.3482802,1.162971637,0.09728704,GALAXY
157.373495,1.211316031,0.000212831,STAR
157.4828496,1.130785443,0.08839007,GALAXY
157.6646286,1.152460097,-8.56E-05,STAR
157.5783285,1.247218754,0.05075456,GALAXY
157.6267061,1.076619803,0.1069799,GALAXY
157.6852672,1.246534572,0.09744141,GALAXY
157.8486157,1.24933169,0.000107524,STAR
157.9537638,1.122943741,0.09694496,QSO
158.0237203,1.160179784,0.09691706,GALAXY
158.0298733,1.256036217,0.08739827,GALAXY
158.0382865,1.161960939,1.436365,QSO
158.0557504,1.228372214,0.127444,GALAXY
158.3282542,1.058542197,0.1056942,GALAXY
158.3881285,1.109763486,0.06574766,GALAXY
158.3892555,1.152721912,1.65746,QSO
158.448952,1.233866643,0.1280559,GALAXY
158.8100513,1.239436691,0.1070084,GALAXY
158.973441,1.253500905,0.09660596,GALAXY
158.9827834,1.156569026,0.07016161,GALAXY
158.9967243,1.196100761,0.09612575,GALAXY
159.1414494,1.200267668,0.000156118,STAR
154.2509841,0.310256032,0.07038519,GALAXY
154.3347609,0.384748742,0.08454417,GALAXY
154.518593,0.349984259,0.2774611,QSO
154.4169174,0.391066558,0.09488719,GALAXY
154.4348981,0.295158717,0.09481686,GALAXY
154.4478017,0.330293985,0.09595764,GALAXY
154.4549164,0.268808512,0.09737416,GALAXY
154.4815623,0.22805616,0.09808913,GALAXY
154.4876722,0.273871494,0.1167877,GALAXY
154.5350058,0.296996788,0.09462593,GALAXY
154.5416251,0.314874183,0.09658662,GALAXY
154.5511087,0.221107026,0.09437191,GALAXY
154.580046,0.365779085,0.09566105,GALAXY
154.6098199,0.270633768,0.0466034,GALAXY
154.7000701,0.385145381,0.07095178,GALAXY
154.6880675,0.390736772,0.06256464,GALAXY
154.8229789,0.344424493,0.0208566,GALAXY
154.901135,0.341591974,0.1477345,QSO
154.8835517,0.295965344,0.09541611,GALAXY
154.9080878,0.332151705,0.09555726,GALAXY
155.0413957,0.329266848,-0.000293669,STAR
155.087447,0.416303674,1.454275,QSO
155.1779762,0.380760187,0.09665173,GALAXY
155.1910761,0.410110748,0.06404451,GALAXY
155.4716736,0.295374635,0.02148222,GALAXY
155.4649756,0.410105974,0.02134296,GALAXY
155.5369393,0.388876639,0.07240278,GALAXY
155.5422861,0.406026004,0.07134143,GALAXY
155.5727437,0.358678039,0.1111002,GALAXY
155.5960025,0.338848609,0.1096946,GALAXY
155.6883502,0.389084183,1.368632,QSO
155.7109134,0.295355212,0.0944031,GALAXY
155.7246565,0.249345948,0.09462369,GALAXY
155.7360605,0.341961566,0.000674836,STAR
155.874799,0.219443144,1.900196,QSO
155.7465759,0.321947694,0.0931733,GALAXY
155.843578,0.395004445,0.09403592,GALAXY
155.8871712,0.376875661,0.000271729,STAR
155.8830459,0.349157272,0.09631827,GALAXY
155.9908013,0.348075698,0.09697206,GALAXY
156.0293164,0.409284482,0.1482422,GALAXY
156.0651102,0.313890057,0.09771555,GALAXY
156.0843046,0.250769828,0.09793318,GALAXY
156.2886286,0.349180518,-0.000142037,STAR
156.2977902,0.268637816,0.000956215,STAR
156.4239148,0.367545781,-9.53E-05,STAR
156.4264417,0.309312533,0.09590657,GALAXY
156.504688,0.319038098,0.000650725,STAR
156.5992532,0.235782738,0.00111629,STAR
